1;cây atm gần tôi;;;
qua;O;O;O;O
thẻ;O;O;O;O
thế;O;O;O;O
nào;O;O;O;O
;;;;
6227;thẻ vàng có ưu điểm gì;;;
[INTENT];cards_feature;O;O;O
thẻ;O;O;O;O
vàng;O;O;O;O
có;O;O;O;O
ưu;O;O;O;O
điểm;O;O;O;O
gì;O;O;O;O
;;;;
6228;thẻ tín dụng có thể rút tiền mặt bằng cách nào;;;
[INTENT];cards_feature;O;O;O
thẻ;O;O;O;O
tín;O;O;O;O
dụng;O;O;O;O
có;O;O;O;O
thể;O;O;O;O
rút;O;O;O;O
tiền;O;O;O;O
mặt;O;O;O;O
bằng;O;O;O;O
cách;O;O;O;O
nào;O;O;O;O
;;;;
6229;thẻ mua vé xem phim sao vậy;;;
[INTENT];cards_feature;O;O;O
thẻ;O;O;O;O
mua;O;O;O;O
vé;O;O;O;O
xem;O;O;O;O
phim;O;O;O;O
sao;O;O;O;O
vậy;O;O;O;O
;;;;
6230;trả tiền điện;;;
[INTENT];cards_feature;O;O;O
trả;O;O;O;O
tiền;O;O;O;O
điện;O;O;O;O
;;;;
6231;mình muốn đăng ký chương trình mua hàng trả góp 0% qua thẻ fe credit thì làm thế nào?;;;
[INTENT];cards_feature;O;O;O
mình;O;O;O;O
muốn;O;O;O;O
đăng;O;O;O;O
ký;O;O;O;O
chương;O;O;O;O
trình;O;O;O;O
mua;O;O;O;O
hàng;O;O;O;O
trả;O;O;O;O
góp;O;O;O;O
0%;O;O;O;O
qua;O;O;O;O
thẻ;O;O;O;O
fe;O;O;O;O
credit;O;O;O;O
thì;O;O;O;O
làm;O;O;O;O
thế;O;O;O;O
nào?;O;O;O;O
;;;;
6232;tiện ích mua vé xem phim bằng thẻ tín dụng là gì?;;;
[INTENT];cards_feature;O;O;O
tiện;O;O;O;O
ích;O;O;O;O
mua;O;O;O;O
vé;O;O;O;O
xem;O;O;O;O
phim;O;O;O;O
bằng;O;O;O;O
thẻ;O;O;O;O
tín;O;O;O;O
dụng;O;O;O;O
là;O;O;O;O
gì?;O;O;O;O
;;;;
6233;mua vé xem phim bằng thẻ được không,;;;
[INTENT];cards_feature;O;O;O
mua;O;O;O;O
vé;O;O;O;O
xem;O;O;O;O
phim;O;O;O;O
bằng;O;O;O;O
thẻ;O;O;O;O
được;O;O;O;O
không,;O;O;O;O
;;;;
6234;làm sao mua vé xem phim bằng thẻ;;;
[INTENT];cards_feature;O;O;O
làm;O;O;O;O
sao;O;O;O;O
mua;O;O;O;O
vé;O;O;O;O
xem;O;O;O;O
phim;O;O;O;O
bằng;O;O;O;O
thẻ;O;O;O;O
;;;;
6235;cho chị hỏi, dùng phiếu mua xăng ở đâu cũng được à ?;;;
[INTENT];cards_feature;O;O;O
cho;O;O;O;O
chị;O;O;O;O
hỏi,;O;O;O;O
dùng;O;O;O;O
phiếu;O;O;O;O
mua;O;O;O;O
xăng;O;O;O;O
ở;O;O;O;O
đâu;O;O;O;O
cũng;O;O;O;O
được;O;O;O;O
à;O;O;O;O
?;O;O;O;O
;;;;
6236;ra rạp coi phim;;;
[INTENT];cards_feature;O;O;O
ra;O;O;O;O
rạp;O;O;O;O
coi;O;O;O;O
phim;O;O;O;O
;;;;
6237;Tôi mua vé xem phim bằng thẻ tín dụng được không;;;
[INTENT];cards_feature;O;O;O
Tôi;O;O;O;O
mua;O;O;O;O
vé;O;O;O;O
xem;O;O;O;O
phim;O;O;O;O
bằng;O;O;O;O
thẻ;O;O;O;O
tín;O;O;O;O
dụng;O;O;O;O
được;O;O;O;O
không;O;O;O;O
;;;;
6238;mua card mobi;;;
[INTENT];cards_feature;O;O;O
mua;O;O;O;O
card;O;O;O;O
mobi;O;O;O;O
;;;;
6239;cách rút tiền từ thẻ ở atm;;;
[INTENT];cards_feature;O;O;O
cách;O;O;O;O
rút;O;O;O;O
tiền;O;O;O;O
từ;O;O;O;O
thẻ;O;O;O;O
ở;O;O;O;O
atm;O;O;O;O
;;;;
6240;Mua hàng online thanh toán bằng thẻ được không;;;
[INTENT];cards_feature;O;O;O
Mua;O;O;O;O
hàng;O;O;O;O
online;O;O;O;O
thanh;O;O;O;O
toán;O;O;O;O
bằng;O;O;O;O
thẻ;O;O;O;O
được;O;O;O;O
không;O;O;O;O
;;;;
6241;tôi có thể làm gì với tiện ích thanh toán hóa đơn?;;;
[INTENT];cards_feature;O;O;O
tôi;O;O;O;O
có;O;O;O;O
thể;O;O;O;O
làm;O;O;O;O
gì;O;O;O;O
với;O;O;O;O
tiện;O;O;O;O
ích;O;O;O;O
thanh;O;O;O;O
toán;O;O;O;O
hóa;O;O;O;O
đơn?;O;O;O;O
;;;;
6242;ứng dụng thanh toán tiền học phí của thẻ để làm gì vậy?;;;
[INTENT];cards_feature;O;O;O
ứng;O;O;O;O
dụng;O;O;O;O
thanh;O;O;O;O
toán;O;O;O;O
tiền;O;O;O;O
học;O;O;O;O
phí;O;O;O;O
của;O;O;O;O
thẻ;O;O;O;O
để;O;O;O;O
làm;O;O;O;O
gì;O;O;O;O
vậy?;O;O;O;O
;;;;
6243;đã mua hàng rồi chuyển qua trả góp được không;;;
[INTENT];cards_feature;O;O;O
đã;O;O;O;O
mua;O;O;O;O
hàng;O;O;O;O
rồi;O;O;O;O
chuyển;O;O;O;O
qua;O;O;O;O
trả;O;O;O;O
góp;O;O;O;O
được;O;O;O;O
không;O;O;O;O
;;;;
6244;tôi muốn mua phiếu xăng thì mua ở đâu?;;;
[INTENT];cards_feature;O;O;O
tôi;O;O;O;O
muốn;O;O;O;O
mua;O;O;O;O
phiếu;O;O;O;O
xăng;O;O;O;O
thì;O;O;O;O
mua;O;O;O;O
ở;O;O;O;O
đâu?;O;O;O;O
;;;;
6245;Mua thẻ cào viettel bằng thẻ FE credit như thế nào?;;;
[INTENT];cards_feature;O;O;O
Mua;O;O;O;O
thẻ;O;O;O;O
cào;O;O;O;O
viettel;O;O;O;O
bằng;O;O;O;O
thẻ;O;O;O;O
FE;O;O;O;O
credit;O;O;O;O
như;O;O;O;O
thế;O;O;O;O
nào?;O;O;O;O
;;;;
6246;Giải thích tính năng thanh toán hóa đơn;;;
[INTENT];cards_feature;O;O;O
Giải;O;O;O;O
thích;O;O;O;O
tính;O;O;O;O
năng;O;O;O;O
thanh;O;O;O;O
toán;O;O;O;O
hóa;O;O;O;O
đơn;O;O;O;O
;;;;
6247;tính năng Selfie plus;;;
[INTENT];cards_feature;O;O;O
tính;O;O;O;O
năng;O;O;O;O
Selfie;O;O;O;O
plus;O;O;O;O
;;;;
6248;Tra tien mua hang bang the;;;
[INTENT];cards_feature;O;O;O
Tra;O;O;O;O
tien;O;O;O;O
mua;O;O;O;O
hang;O;O;O;O
bang;O;O;O;O
the;O;O;O;O
;;;;
6249;Thẻ FE có nạp card điện thoại được không;;;
[INTENT];cards_feature;O;O;O
Thẻ;O;O;O;O
FE;O;O;O;O
có;O;O;O;O
nạp;O;O;O;O
card;O;O;O;O
điện;O;O;O;O
thoại;O;O;O;O
được;O;O;O;O
không;O;O;O;O
;;;;
6250;Công dụng của thẻ Gold là gì;;;
[INTENT];cards_feature;O;O;O
Công;O;O;O;O
dụng;O;O;O;O
của;O;O;O;O
thẻ;O;O;O;O
Gold;O;O;O;O
là;O;O;O;O
gì;O;O;O;O
;;;;
6251;tôi muốn biết cách sử dụng thẻ tín dụng để thanh toán bằng gói trả góp 0%;;;
[INTENT];cards_feature;O;O;O
tôi;O;O;O;O
muốn;O;O;O;O
biết;O;O;O;O
cách;O;O;O;O
sử;O;O;O;O
dụng;O;O;O;O
thẻ;O;O;O;O
tín;O;O;O;O
dụng;O;O;O;O
để;O;O;O;O
thanh;O;O;O;O
toán;O;O;O;O
bằng;O;O;O;O
gói;O;O;O;O
trả;O;O;O;O
góp;O;O;O;O
0%;O;O;O;O
;;;;
6252;dong bh bang the FE duoc khong;;;
[INTENT];cards_feature;O;O;O
dong;O;O;O;O
bh;O;O;O;O
bang;O;O;O;O
the;O;O;O;O
FE;O;O;O;O
duoc;O;O;O;O
khong;O;O;O;O
;;;;
6253;Tính năng thẻ chuẩn là gì;;;
[INTENT];cards_feature;O;O;O
Tính;O;O;O;O
năng;O;O;O;O
thẻ;O;O;O;O
chuẩn;O;O;O;O
là;O;O;O;O
gì;O;O;O;O
;;;;
6254;thẻ vàng có gì tốt;;;
[INTENT];cards_feature;O;O;O
thẻ;O;O;O;O
vàng;O;O;O;O
có;O;O;O;O
gì;O;O;O;O
tốt;O;O;O;O
;;;;
6255;nạp tiền điện thoại bằng thẻ thế nào;;;
[INTENT];cards_feature;O;O;O
nạp;O;O;O;O
tiền;O;O;O;O
điện;O;O;O;O
thoại;O;O;O;O
bằng;O;O;O;O
thẻ;O;O;O;O
thế;O;O;O;O
nào;O;O;O;O
;;;;
6256;Muốn mua card điện thoại thì làm sao ?;;;
[INTENT];cards_feature;O;O;O
Muốn;O;O;O;O
mua;O;O;O;O
card;O;O;O;O
điện;O;O;O;O
thoại;O;O;O;O
thì;O;O;O;O
làm;O;O;O;O
sao;O;O;O;O
?;O;O;O;O
;;;;
6257;Muốn nạp 10,000 tiền điện thoại;;;
[INTENT];cards_feature;O;O;O
Muốn;O;O;O;O
nạp;O;O;O;O
10,000;O;O;O;O
tiền;O;O;O;O
điện;O;O;O;O
thoại;O;O;O;O
;;;;
6258;nạp tiền viettel;;;
[INTENT];cards_feature;O;O;O
nạp;O;O;O;O
tiền;O;O;O;O
viettel;O;O;O;O
;;;;
6259;Có cái thẻ rồi giờ muốn sử dụng phải làm gì đây;;;
[INTENT];cards_feature;O;O;O
Có;O;O;O;O
cái;O;O;O;O
thẻ;O;O;O;O
rồi;O;O;O;O
giờ;O;O;O;O
muốn;O;O;O;O
sử;O;O;O;O
dụng;O;O;O;O
phải;O;O;O;O
làm;O;O;O;O
gì;O;O;O;O
đây;O;O;O;O
;;;;
6260;Hướng dẫn thanh toán hóa đơn mua hàng tại cửa hàng;;;
[INTENT];cards_feature;O;O;O
Hướng;O;O;O;O
dẫn;O;O;O;O
thanh;O;O;O;O
toán;O;O;O;O
hóa;O;O;O;O
đơn;O;O;O;O
mua;O;O;O;O
hàng;O;O;O;O
tại;O;O;O;O
cửa;O;O;O;O
hàng;O;O;O;O
;;;;
6261;dùng cách nào để thanh toán hóa đơn tiền điện;;;
[INTENT];cards_feature;O;O;O
dùng;O;O;O;O
cách;O;O;O;O
nào;O;O;O;O
để;O;O;O;O
thanh;O;O;O;O
toán;O;O;O;O
hóa;O;O;O;O
đơn;O;O;O;O
tiền;O;O;O;O
điện;O;O;O;O
;;;;
6262;xin hỏi thẻ mình phát dùng đc gì;;;
[INTENT];cards_feature;O;O;O
xin;O;O;O;O
hỏi;O;O;O;O
thẻ;O;O;O;O
mình;O;O;O;O
phát;O;O;O;O
dùng;O;O;O;O
đc;O;O;O;O
gì;O;O;O;O
;;;;
6263;không biết cách thanh toán hóa đơn qua thẻ;;;
[INTENT];cards_feature;O;O;O
không;O;O;O;O
biết;O;O;O;O
cách;O;O;O;O
thanh;O;O;O;O
toán;O;O;O;O
hóa;O;O;O;O
đơn;O;O;O;O
qua;O;O;O;O
thẻ;O;O;O;O
;;;;
6264;làm sao đóng tiền học bằng thẻ;;;
[INTENT];cards_feature;O;O;O
làm;O;O;O;O
sao;O;O;O;O
đóng;O;O;O;O
tiền;O;O;O;O
học;O;O;O;O
bằng;O;O;O;O
thẻ;O;O;O;O
;;;;
6265;Chị có thể chuyển đổi sang trả góp có thơi hạn được k;;;
[INTENT];cards_feature;O;O;O
Chị;O;O;O;O
có;O;O;O;O
thể;O;O;O;O
chuyển;O;O;O;O
đổi;O;O;O;O
sang;O;O;O;O
trả;O;O;O;O
góp;O;O;O;O
có;O;O;O;O
thơi;O;O;O;O
hạn;O;O;O;O
được;O;O;O;O
k;O;O;O;O
;;;;
6266;thẻ mua sắm có rút tiền được không;;;
[INTENT];cards_feature;O;O;O
thẻ;O;O;O;O
mua;O;O;O;O
sắm;O;O;O;O
có;O;O;O;O
rút;O;O;O;O
tiền;O;O;O;O
được;O;O;O;O
không;O;O;O;O
;;;;
6267;Nộp tiền trường bằng thẻ;;;
[INTENT];cards_feature;O;O;O
Nộp;O;O;O;O
tiền;O;O;O;O
trường;O;O;O;O
bằng;O;O;O;O
thẻ;O;O;O;O
;;;;
6268;Tôi muốn in hình lên thẻ tín dụng thì phải làm sao;;;
[INTENT];cards_feature;O;O;O
Tôi;O;O;O;O
muốn;O;O;O;O
in;O;O;O;O
hình;O;O;O;O
lên;O;O;O;O
thẻ;O;O;O;O
tín;O;O;O;O
dụng;O;O;O;O
thì;O;O;O;O
phải;O;O;O;O
làm;O;O;O;O
sao;O;O;O;O
;;;;
6269;Cách Thanh toán hóa đơn tiền điện bằng thẻ FE credit như thế nào?;;;
[INTENT];cards_feature;O;O;O
Cách;O;O;O;O
Thanh;O;O;O;O
toán;O;O;O;O
hóa;O;O;O;O
đơn;O;O;O;O
tiền;O;O;O;O
điện;O;O;O;O
bằng;O;O;O;O
thẻ;O;O;O;O
FE;O;O;O;O
credit;O;O;O;O
như;O;O;O;O
thế;O;O;O;O
nào?;O;O;O;O
;;;;
6270;hướng dẫn cách thanh toán tiền điện;;;
[INTENT];cards_feature;O;O;O
hướng;O;O;O;O
dẫn;O;O;O;O
cách;O;O;O;O
thanh;O;O;O;O
toán;O;O;O;O
tiền;O;O;O;O
điện;O;O;O;O
;;;;
6271;rút tiền bằng thẻ FE;;;
[INTENT];cards_feature;O;O;O
rút;O;O;O;O
tiền;O;O;O;O
bằng;O;O;O;O
thẻ;O;O;O;O
FE;O;O;O;O
;;;;
6272;trả tiền mạng qua thẻ như thế nào;;;
[INTENT];cards_feature;O;O;O
trả;O;O;O;O
tiền;O;O;O;O
mạng;O;O;O;O
qua;O;O;O;O
thẻ;O;O;O;O
như;O;O;O;O
thế;O;O;O;O
nào;O;O;O;O
;;;;
6273;tiện ích đóng học phí của thẻ nghĩa là gì?;;;
[INTENT];cards_feature;O;O;O
tiện;O;O;O;O
ích;O;O;O;O
đóng;O;O;O;O
học;O;O;O;O
phí;O;O;O;O
của;O;O;O;O
thẻ;O;O;O;O
nghĩa;O;O;O;O
là;O;O;O;O
gì?;O;O;O;O
;;;;
6274;Mới nhận được thẻ giờ làm sao để xài đây;;;
[INTENT];cards_feature;O;O;O
Mới;O;O;O;O
nhận;O;O;O;O
được;O;O;O;O
thẻ;O;O;O;O
giờ;O;O;O;O
làm;O;O;O;O
sao;O;O;O;O
để;O;O;O;O
xài;O;O;O;O
đây;O;O;O;O
;;;;
6275;Đăng ký tính năng tiền mặt ATM;;;
[INTENT];cards_feature;O;O;O
Đăng;O;O;O;O
ký;O;O;O;O
tính;O;O;O;O
năng;O;O;O;O
tiền;O;O;O;O
mặt;O;O;O;O
ATM;O;O;O;O
;;;;
6276;thanh toán điện nước;;;
[INTENT];cards_feature;O;O;O
thanh;O;O;O;O
toán;O;O;O;O
điện;O;O;O;O
nước;O;O;O;O
;;;;
6277;Thẻ này có cần phải làm gì trước khi sử dụng không vậy?;;;
[INTENT];cards_feature;O;O;O
Thẻ;O;O;O;O
này;O;O;O;O
có;O;O;O;O
cần;O;O;O;O
phải;O;O;O;O
làm;O;O;O;O
gì;O;O;O;O
trước;O;O;O;O
khi;O;O;O;O
sử;O;O;O;O
dụng;O;O;O;O
không;O;O;O;O
vậy?;O;O;O;O
;;;;
6278;sử dụng thẻ này thế nào;;;
[INTENT];cards_feature;O;O;O
sử;O;O;O;O
dụng;O;O;O;O
thẻ;O;O;O;O
này;O;O;O;O
thế;O;O;O;O
nào;O;O;O;O
;;;;
6279;nộp tiền học cho con bằng thẻ tín dụng được không admin?;;;
[INTENT];cards_feature;O;O;O
nộp;O;O;O;O
tiền;O;O;O;O
học;O;O;O;O
cho;O;O;O;O
con;O;O;O;O
bằng;O;O;O;O
thẻ;O;O;O;O
tín;O;O;O;O
dụng;O;O;O;O
được;O;O;O;O
không;O;O;O;O
admin?;O;O;O;O
;;;;
6280;thẻ fe có rút ở máy atm được không;;;
[INTENT];cards_feature;O;O;O
thẻ;O;O;O;O
fe;O;O;O;O
có;O;O;O;O
rút;O;O;O;O
ở;O;O;O;O
máy;O;O;O;O
atm;O;O;O;O
được;O;O;O;O
không;O;O;O;O
;;;;
6281;quẹt thẻ làm sao;;;
[INTENT];cards_feature;O;O;O
quẹt;O;O;O;O
thẻ;O;O;O;O
làm;O;O;O;O
sao;O;O;O;O
;;;;
6282;nạp tiền điện thoại qua thẻ là tiện ích gì vậy?;;;
[INTENT];cards_feature;O;O;O
nạp;O;O;O;O
tiền;O;O;O;O
điện;O;O;O;O
thoại;O;O;O;O
qua;O;O;O;O
thẻ;O;O;O;O
là;O;O;O;O
tiện;O;O;O;O
ích;O;O;O;O
gì;O;O;O;O
vậy?;O;O;O;O
;;;;
6283;giải thích cho tôi tiện tích mua phiếu xăng là gì?;;;
[INTENT];cards_feature;O;O;O
giải;O;O;O;O
thích;O;O;O;O
cho;O;O;O;O
tôi;O;O;O;O
tiện;O;O;O;O
tích;O;O;O;O
mua;O;O;O;O
phiếu;O;O;O;O
xăng;O;O;O;O
là;O;O;O;O
gì?;O;O;O;O
;;;;
6284;Thẻ vàng sử dụng như thế nào;;;
[INTENT];cards_feature;O;O;O
Thẻ;O;O;O;O
vàng;O;O;O;O
sử;O;O;O;O
dụng;O;O;O;O
như;O;O;O;O
thế;O;O;O;O
nào;O;O;O;O
;;;;
6285;xài thẻ fe thì thanh toán hóa đơn như thế nào;;;
[INTENT];cards_feature;O;O;O
xài;O;O;O;O
thẻ;O;O;O;O
fe;O;O;O;O
thì;O;O;O;O
thanh;O;O;O;O
toán;O;O;O;O
hóa;O;O;O;O
đơn;O;O;O;O
như;O;O;O;O
thế;O;O;O;O
nào;O;O;O;O
;;;;
6286;mình muốn đăng ký in hình lên thẻ thì làm thế nào?;;;
[INTENT];cards_feature;O;O;O
mình;O;O;O;O
muốn;O;O;O;O
đăng;O;O;O;O
ký;O;O;O;O
in;O;O;O;O
hình;O;O;O;O
lên;O;O;O;O
thẻ;O;O;O;O
thì;O;O;O;O
làm;O;O;O;O
thế;O;O;O;O
nào?;O;O;O;O
;;;;
6287;tôi có thẻ FE giờ muốn thanh toán hóa đơn làm sao;;;
[INTENT];cards_feature;O;O;O
tôi;O;O;O;O
có;O;O;O;O
thẻ;O;O;O;O
FE;O;O;O;O
giờ;O;O;O;O
muốn;O;O;O;O
thanh;O;O;O;O
toán;O;O;O;O
hóa;O;O;O;O
đơn;O;O;O;O
làm;O;O;O;O
sao;O;O;O;O
;;;;
6288;Tôi muốn biết cách sử dụng thẻ tín dụng;;;
[INTENT];cards_feature;O;O;O
Tôi;O;O;O;O
muốn;O;O;O;O
biết;O;O;O;O
cách;O;O;O;O
sử;O;O;O;O
dụng;O;O;O;O
thẻ;O;O;O;O
tín;O;O;O;O
dụng;O;O;O;O
;;;;
6289;thanh toán tiền điện;;;
[INTENT];cards_feature;O;O;O
thanh;O;O;O;O
toán;O;O;O;O
tiền;O;O;O;O
điện;O;O;O;O
;;;;
6290;Tôi đến rạp mua vé xem phim bằng thẻ tín dụng được không;;;
[INTENT];cards_feature;O;O;O
Tôi;O;O;O;O
đến;O;O;O;O
rạp;O;O;O;O
mua;O;O;O;O
vé;O;O;O;O
xem;O;O;O;O
phim;O;O;O;O
bằng;O;O;O;O
thẻ;O;O;O;O
tín;O;O;O;O
dụng;O;O;O;O
được;O;O;O;O
không;O;O;O;O
;;;;
6291;rút tiền ở atm thế nào;;;
[INTENT];cards_feature;O;O;O
rút;O;O;O;O
tiền;O;O;O;O
ở;O;O;O;O
atm;O;O;O;O
thế;O;O;O;O
nào;O;O;O;O
;;;;
6292;Tôi nhận thẻ selfie ở đâu;;;
[INTENT];cards_feature;O;O;O
Tôi;O;O;O;O
nhận;O;O;O;O
thẻ;O;O;O;O
selfie;O;O;O;O
ở;O;O;O;O
đâu;O;O;O;O
;;;;
6293;Tôi muốn tư vấn thẻ tín dụng;;;
[INTENT];cards_feature;O;O;O
Tôi;O;O;O;O
muốn;O;O;O;O
tư;O;O;O;O
vấn;O;O;O;O
thẻ;O;O;O;O
tín;O;O;O;O
dụng;O;O;O;O
;;;;
6294;ứng dụng mua phiếu xăng là ứng dụng gì?;;;
[INTENT];cards_feature;O;O;O
ứng;O;O;O;O
dụng;O;O;O;O
mua;O;O;O;O
phiếu;O;O;O;O
xăng;O;O;O;O
là;O;O;O;O
ứng;O;O;O;O
dụng;O;O;O;O
gì?;O;O;O;O
;;;;
6295;Tiện ích và cách thức Nạp tiền điện thoại bằng Thẻ tín dụng;;;
[INTENT];cards_feature;O;O;O
Tiện;O;O;O;O
ích;O;O;O;O
và;O;O;O;O
cách;O;O;O;O
thức;O;O;O;O
Nạp;O;O;O;O
tiền;O;O;O;O
điện;O;O;O;O
thoại;O;O;O;O
bằng;O;O;O;O
Thẻ;O;O;O;O
tín;O;O;O;O
dụng;O;O;O;O
;;;;
6296;mua xăng bằng thẻ tín dụng;;;
[INTENT];cards_feature;O;O;O
mua;O;O;O;O
xăng;O;O;O;O
bằng;O;O;O;O
thẻ;O;O;O;O
tín;O;O;O;O
dụng;O;O;O;O
;;;;
6297;đóng tiền điện thoại như thế nào;;;
[INTENT];cards_feature;O;O;O
đóng;O;O;O;O
tiền;O;O;O;O
điện;O;O;O;O
thoại;O;O;O;O
như;O;O;O;O
thế;O;O;O;O
nào;O;O;O;O
;;;;
6298;cho mình hỏi thẻ tín dụng plus có tính năng gì?;;;
[INTENT];cards_feature;O;O;O
cho;O;O;O;O
mình;O;O;O;O
hỏi;O;O;O;O
thẻ;O;O;O;O
tín;O;O;O;O
dụng;O;O;O;O
plus;O;O;O;O
có;O;O;O;O
tính;O;O;O;O
năng;O;O;O;O
gì?;O;O;O;O
;;;;
6299;trả tiền học cho con qua thẻ ntn ?;;;
[INTENT];cards_feature;O;O;O
trả;O;O;O;O
tiền;O;O;O;O
học;O;O;O;O
cho;O;O;O;O
con;O;O;O;O
qua;O;O;O;O
thẻ;O;O;O;O
ntn;O;O;O;O
?;O;O;O;O
;;;;
6300;cách đăng ký tính năng Fuel plus;;;
[INTENT];cards_feature;O;O;O
cách;O;O;O;O
đăng;O;O;O;O
ký;O;O;O;O
tính;O;O;O;O
năng;O;O;O;O
Fuel;O;O;O;O
plus;O;O;O;O
;;;;
6301;ưu điểm của thẻ tín dụng;;;
[INTENT];cards_feature;O;O;O
ưu;O;O;O;O
điểm;O;O;O;O
của;O;O;O;O
thẻ;O;O;O;O
tín;O;O;O;O
dụng;O;O;O;O
;;;;
6302;thanh toán tiền nước bằng thẻ;;;
[INTENT];cards_feature;O;O;O
thanh;O;O;O;O
toán;O;O;O;O
tiền;O;O;O;O
nước;O;O;O;O
bằng;O;O;O;O
thẻ;O;O;O;O
;;;;
6303;Tôi cần thủ tục gì để trả góp tiền trên thẻ;;;
[INTENT];cards_feature;O;O;O
Tôi;O;O;O;O
cần;O;O;O;O
thủ;O;O;O;O
tục;O;O;O;O
gì;O;O;O;O
để;O;O;O;O
trả;O;O;O;O
góp;O;O;O;O
tiền;O;O;O;O
trên;O;O;O;O
thẻ;O;O;O;O
;;;;
6304;tiện ích rút tiền mặt tại atm nghĩa là gì?;;;
[INTENT];cards_feature;O;O;O
tiện;O;O;O;O
ích;O;O;O;O
rút;O;O;O;O
tiền;O;O;O;O
mặt;O;O;O;O
tại;O;O;O;O
atm;O;O;O;O
nghĩa;O;O;O;O
là;O;O;O;O
gì?;O;O;O;O
;;;;
6305;Tôi có thể đăng ký tính năng Fuel plus không;;;
[INTENT];cards_feature;O;O;O
Tôi;O;O;O;O
có;O;O;O;O
thể;O;O;O;O
đăng;O;O;O;O
ký;O;O;O;O
tính;O;O;O;O
năng;O;O;O;O
Fuel;O;O;O;O
plus;O;O;O;O
không;O;O;O;O
;;;;
6306;đóng tiền học phí;;;
[INTENT];cards_feature;O;O;O
đóng;O;O;O;O
tiền;O;O;O;O
học;O;O;O;O
phí;O;O;O;O
;;;;
6307;Cách rút tiền;;;
[INTENT];cards_feature;O;O;O
Cách;O;O;O;O
rút;O;O;O;O
tiền;O;O;O;O
;;;;
6308;cách đăng ký tiện ích Fuel plus;;;
[INTENT];cards_feature;O;O;O
cách;O;O;O;O
đăng;O;O;O;O
ký;O;O;O;O
tiện;O;O;O;O
ích;O;O;O;O
Fuel;O;O;O;O
plus;O;O;O;O
;;;;
6309;đi đâu mua phiếu xăng;;;
[INTENT];cards_feature;O;O;O
đi;O;O;O;O
đâu;O;O;O;O
mua;O;O;O;O
phiếu;O;O;O;O
xăng;O;O;O;O
;;;;
6310;Tôi muốn rút tiền trong thẻ tín dụng thì làm sao ạ;;;
[INTENT];cards_feature;O;O;O
Tôi;O;O;O;O
muốn;O;O;O;O
rút;O;O;O;O
tiền;O;O;O;O
trong;O;O;O;O
thẻ;O;O;O;O
tín;O;O;O;O
dụng;O;O;O;O
thì;O;O;O;O
làm;O;O;O;O
sao;O;O;O;O
ạ;O;O;O;O
;;;;
6311;Nạp card điện thoại qua thẻ FE thế nào;;;
[INTENT];cards_feature;O;O;O
Nạp;O;O;O;O
card;O;O;O;O
điện;O;O;O;O
thoại;O;O;O;O
qua;O;O;O;O
thẻ;O;O;O;O
FE;O;O;O;O
thế;O;O;O;O
nào;O;O;O;O
;;;;
6312;cà thẻ;;;
[INTENT];cards_feature;O;O;O
cà;O;O;O;O
thẻ;O;O;O;O
;;;;
6313;đặt hình trên thẻ;;;
[INTENT];cards_feature;O;O;O
đặt;O;O;O;O
hình;O;O;O;O
trên;O;O;O;O
thẻ;O;O;O;O
;;;;
6314;Các chủ thẻ FE có những ích lợi gì;;;
[INTENT];cards_feature;O;O;O
Các;O;O;O;O
chủ;O;O;O;O
thẻ;O;O;O;O
FE;O;O;O;O
có;O;O;O;O
những;O;O;O;O
ích;O;O;O;O
lợi;O;O;O;O
gì;O;O;O;O
;;;;
6315;mua vé xem phim bằng thẻ sao;;;
[INTENT];cards_feature;O;O;O
mua;O;O;O;O
vé;O;O;O;O
xem;O;O;O;O
phim;O;O;O;O
bằng;O;O;O;O
thẻ;O;O;O;O
sao;O;O;O;O
;;;;
6316;chỉ cho tôi cách đăng ký chương trình trả góp 0% bằng thẻ tín dụng FE Credit ?;;;
[INTENT];cards_feature;O;O;O
chỉ;O;O;O;O
cho;O;O;O;O
tôi;O;O;O;O
cách;O;O;O;O
đăng;O;O;O;O
ký;O;O;O;O
chương;O;O;O;O
trình;O;O;O;O
trả;O;O;O;O
góp;O;O;O;O
0%;O;O;O;O
bằng;O;O;O;O
thẻ;O;O;O;O
tín;O;O;O;O
dụng;O;O;O;O
FE;O;O;O;O
Credit;O;O;O;O
?;O;O;O;O
;;;;
6317;cần rút tiền ở atm được không;;;
[INTENT];cards_feature;O;O;O
cần;O;O;O;O
rút;O;O;O;O
tiền;O;O;O;O
ở;O;O;O;O
atm;O;O;O;O
được;O;O;O;O
không;O;O;O;O
;;;;
6318;cách đăng ký gói trả góp 0% là gì;;;
[INTENT];cards_feature;O;O;O
cách;O;O;O;O
đăng;O;O;O;O
ký;O;O;O;O
gói;O;O;O;O
trả;O;O;O;O
góp;O;O;O;O
0%;O;O;O;O
là;O;O;O;O
gì;O;O;O;O
;;;;
6319;Tiện ích Tiện ích Thanh toán hóa đơn của Thẻ tín dụng là gì?;;;
[INTENT];cards_feature;O;O;O
Tiện;O;O;O;O
ích;O;O;O;O
Tiện;O;O;O;O
ích;O;O;O;O
Thanh;O;O;O;O
toán;O;O;O;O
hóa;O;O;O;O
đơn;O;O;O;O
của;O;O;O;O
Thẻ;O;O;O;O
tín;O;O;O;O
dụng;O;O;O;O
là;O;O;O;O
gì?;O;O;O;O
;;;;
